province,type_property,subtype_property,price,state_of_property,heating_type,sun_exposure,livable_surface,epc_score,latitude,longitude,facades,bedrooms,bathrooms,toilets,terrace,garden,garage,swimming_pool,flooding_area_type,construction_year
brussels,house,residence,925000.0,to_be_renovated,fuel_oil,south_east,16.0,g,50.832327,4.4528542,3,5.0,2,3,1,1,0,0,(information_not_available),1936.0
brussels,apartment,studio,150000.0,to_renovate,electricity,not_specified,34.0,f,50.8512144,4.3742387,2,0.0,1,0,1,0,0,0,(information_not_available),1965.0
brussels,apartment,apartment,190000.0,to_be_renovated,not_specified,not_specified,50.0,g,50.8103165,4.3415279,2,1.0,1,1,1,0,0,0,no_flooding_area,
brussels,apartment,studio,155000.0,excellent,not_specified,not_specified,54.0,f,50.8,4.3333333,1,1.0,1,0,0,0,0,0,(information_not_available),1978.0
brussels,apartment,duplex,319000.0,to_renovate,gas,not_specified,15.0,g,50.8455239,4.3242407,2,3.0,1,2,1,0,0,0,(information_not_available),1944.0
brussels,house,mixed_building,625000.0,normal,gas,not_specified,21.0,e,50.8206834,4.4098093,2,4.0,2,3,1,1,0,0,(information_not_available),1915.0
brussels,apartment,apartment,329000.0,normal,gas,not_specified,15.0,e,50.8501828,4.4005491,2,2.0,1,1,1,0,1,0,no_flooding_area,1959.0
brussels,apartment,apartment,339000.0,excellent,gas,not_specified,29.0,not_specified,50.8427501,4.3515499,1,1.0,1,1,1,0,0,0,(information_not_available),1997.0
brussels,apartment,apartment,1080000.0,excellent,not_specified,not_specified,253.0,e,50.81896,4.38865,1,3.0,1,2,0,0,0,0,(information_not_available),
brussels,apartment,apartment,300000.0,normal,gas,not_specified,70.0,c,50.8135769,4.4140542,4,2.0,1,1,1,0,0,0,(information_not_available),1962.0
brussels,apartment,studio,185000.0,normal,not_specified,not_specified,38.0,not_specified,50.8227567,4.3672239,1,3.0,1,0,0,0,0,0,(information_not_available),
brussels,apartment,apartment,225000.0,normal,gas,not_specified,17.0,e,50.87113,4.30253,1,1.0,1,1,1,0,0,0,(information_not_available),1950.0
brussels,house,residence,350000.0,to_be_renovated,gas,not_specified,17.0,g,50.8,4.3166667,2,7.0,1,1,0,1,0,0,(information_not_available),1884.0
brussels,apartment,penthouse,420000.0,not_specified,gas,not_specified,92.0,c,50.8142177,4.3246279,1,2.0,2,2,1,0,0,0,no_flooding_area,2019.0
brussels,apartment,apartment,280000.0,not_specified,gas,not_specified,96.0,d,50.8420959,4.3102106,1,2.0,1,1,1,0,0,0,no_flooding_area,2009.0
brussels,apartment,apartment,200000.0,not_specified,gas,not_specified,76.0,e,50.8257354,4.2841726,1,2.0,1,1,0,0,0,0,no_flooding_area,1963.0
brussels,apartment,studio,210000.0,normal,gas,not_specified,46.0,f,50.830747,4.4033689,3,0.0,1,1,1,0,1,0,no_flooding_area,1975.0
brussels,house,villa,1100000.0,to_be_renovated,gas,not_specified,23.0,g,50.8,4.3333333,4,4.0,2,2,1,1,0,0,no_flooding_area,1905.0
brussels,house,villa,1290000.0,excellent,gas,not_specified,18.0,g,50.8,4.3333333,4,6.0,3,4,1,1,1,0,no_flooding_area,1927.0
brussels,house,residence,1995000.0,normal,gas,not_specified,30.0,g,50.7748717,4.3407539,4,5.0,2,4,1,1,1,1,no_flooding_area,1875.0
brussels,house,villa,1690000.0,to_be_renovated,fuel_oil,not_specified,15.0,not_specified,50.8,4.3333333,4,5.0,1,4,1,1,1,0,no_flooding_area,1910.0
brussels,apartment,apartment,435000.0,normal,gas,not_specified,15.0,b,50.8411553,4.3789342,4,2.0,1,1,1,0,0,0,no_flooding_area,2014.0
brussels,house,residence,975000.0,excellent,hot_air,south,17.0,not_specified,50.8381484,4.4329851,3,5.0,2,0,1,1,1,0,no_flooding_area,1954.0
brussels,apartment,apartment,215000.0,normal,gas,not_specified,15.0,e,50.8776808,4.3841357,2,1.0,1,1,1,0,0,0,no_flooding_area,
brussels,house,villa,1395000.0,new,not_specified,east,18.0,not_specified,50.83227,4.43382,3,3.0,1,2,0,1,0,0,(information_not_available),1899.0
brussels,apartment,penthouse,1300000.0,excellent,not_specified,not_specified,30.0,d,50.8235717,4.3766927,2,4.0,1,0,1,0,1,0,(information_not_available),1929.0
brussels,house,mixed_building,750000.0,to_renovate,fuel_oil,not_specified,17.0,g,50.8690254,4.3213266,2,5.0,3,3,1,1,0,0,no_flooding_area,1933.0
brussels,apartment,apartment,595000.0,not_specified,gas,south,144.0,b,50.8,4.3333333,2,2.0,2,0,1,0,1,0,(information_not_available),
brussels,apartment,apartment,345000.0,normal,not_specified,not_specified,96.0,d,50.8516921,4.344549,1,1.0,1,0,0,0,0,0,(information_not_available),
brussels,house,residence,1300000.0,excellent,gas,not_specified,30.0,d,50.8203664,4.3544508,2,4.0,3,3,1,0,1,0,no_flooding_area,1929.0
brussels,house,residence,1995000.0,normal,gas,not_specified,32.0,d,50.818351,4.4387447,4,5.0,3,4,1,1,0,0,no_flooding_area,1962.0
brussels,house,villa,1230000.0,excellent,gas,not_specified,18.0,d,50.8,4.3333333,3,4.0,2,3,1,1,1,0,no_flooding_area,1952.0
brussels,apartment,apartment,495000.0,normal,fuel_oil,not_specified,24.0,c,50.8037413,4.3926085,4,2.0,1,2,1,0,1,0,no_flooding_area,1974.0
brussels,apartment,apartment,425000.0,to_be_renovated,fuel_oil,south_east,105.0,e,50.8301436,4.3402184,2,2.0,1,1,1,0,1,0,no_flooding_area,1953.0
brussels,apartment,ground_floor,395000.0,normal,gas,south_west,157.0,f,50.86398705,4.36818329,2,3.0,1,2,0,1,0,0,(information_not_available),1881.0
brussels,apartment,apartment,333000.0,normal,gas,not_specified,20.0,d,50.8498196,4.3469919,2,1.0,1,0,0,0,0,0,no_flooding_area,1965.0
brussels,apartment,loft,549000.0,excellent,gas,not_specified,17.0,c,50.8,4.3166667,2,2.0,1,2,0,0,0,0,no_flooding_area,2006.0
brussels,apartment,apartment,450000.0,normal,gas,not_specified,17.0,e,50.8203122,4.3719368,2,2.0,2,2,1,0,0,0,(information_not_available),
brussels,house,residence,699000.0,to_renovate,gas,not_specified,17.0,g,50.8478856,4.34453,2,5.0,1,2,0,0,0,0,no_flooding_area,1906.0
brussels,apartment,apartment,349000.0,to_be_renovated,not_specified,not_specified,15.0,not_specified,50.7943377,4.3547929,2,2.0,1,1,1,0,1,0,no_flooding_area,1976.0
brussels,house,residence,420000.0,to_be_renovated,gas,not_specified,20.0,e,50.8808582,4.3227894,2,4.0,1,2,1,1,0,0,no_flooding_area,1960.0
brussels,house,residence,565000.0,normal,not_specified,not_specified,155.0,g,50.8,4.3333333,3,3.0,1,2,0,1,0,0,(information_not_available),1940.0
brussels,apartment,apartment,1490000.0,excellent,not_specified,south,360.0,e,50.8235717,4.3766927,2,3.0,1,0,1,0,0,0,(information_not_available),
brussels,apartment,studio,119000.0,to_renovate,gas,not_specified,36.0,c,50.8622566,4.3606731,1,0.0,1,1,1,0,0,0,no_flooding_area,1977.0
brussels,apartment,apartment,485000.0,normal,not_specified,not_specified,110.0,e,50.8278949,4.3994553,2,2.0,1,0,1,0,0,0,(information_not_available),
brussels,house,residence,795000.0,excellent,gas,west,25.0,d,50.842365,4.423892,2,5.0,2,2,1,1,1,0,no_flooding_area,1938.0
brussels,house,residence,560000.0,normal,gas,not_specified,24.0,e,50.8637004,4.3684722,2,6.0,2,3,1,1,0,0,no_flooding_area,1850.0
brussels,apartment,loft,595000.0,excellent,gas,east,20.0,g,50.8598988,4.3381538,3,2.0,1,2,1,0,0,0,no_flooding_area,1950.0
brussels,apartment,apartment,520000.0,excellent,gas,not_specified,15.0,e,50.8484495,4.4089812,2,2.0,2,2,1,1,1,0,(information_not_available),
brussels,apartment,ground_floor,390000.0,new,electricity,not_specified,15.0,f,50.8758759,4.3760027,2,2.0,1,1,0,0,0,0,(information_not_available),
brussels,house,villa,2350000.0,to_be_renovated,gas,not_specified,500.0,f,50.8,4.3333333,4,7.0,3,0,1,1,1,0,no_flooding_area,1960.0
brussels,house,residence,650000.0,normal,gas,not_specified,16.0,g,50.817175,4.425082,3,3.0,1,2,1,1,1,0,no_flooding_area,1953.0
brussels,house,residence,1425000.0,to_renovate,fuel_oil,not_specified,35.0,g,50.8381484,4.4329851,4,5.0,2,0,1,1,1,0,no_flooding_area,
brussels,apartment,apartment,135000.0,to_be_renovated,not_specified,not_specified,15.0,not_specified,50.8750981,4.3928394,3,1.0,1,1,0,0,0,0,(information_not_available),1931.0
brussels,apartment,apartment,515000.0,normal,not_specified,not_specified,101.0,b,50.848324,4.4295851,2,2.0,2,0,1,0,0,0,(information_not_available),2016.0
brussels,apartment,apartment,875000.0,to_be_renovated,not_specified,not_specified,250.0,not_specified,50.82555,4.369695,2,2.0,1,0,1,1,0,0,(information_not_available),
brussels,apartment,apartment,340000.0,not_specified,not_specified,south,100.0,g,50.8,4.3333333,2,2.0,1,0,0,0,0,0,(information_not_available),
brussels,apartment,apartment,355000.0,not_specified,not_specified,west,55.0,c,50.8427501,4.3515499,2,1.0,1,0,1,0,0,0,(information_not_available),
brussels,house,residence,1150000.0,not_specified,gas,not_specified,230.0,f,50.800919,4.414715,3,4.0,3,0,0,0,1,0,(information_not_available),
brussels,house,residence,675000.0,not_specified,gas,not_specified,150.0,g,50.800919,4.414715,2,3.0,3,0,0,1,0,0,(information_not_available),
brussels,house,residence,399000.0,normal,gas,not_specified,15.0,f,50.8587362,4.3270521,2,4.0,1,3,1,1,0,0,no_flooding_area,
brussels,apartment,apartment,410000.0,normal,fuel_oil,not_specified,21.0,g,50.8453946,4.4058054,2,2.0,1,2,1,0,0,0,(information_not_available),1933.0
brussels,house,residence,865000.0,to_renovate,gas,not_specified,25.0,f,50.842365,4.423892,4,5.0,2,3,1,1,0,0,(information_not_available),1984.0
brussels,apartment,apartment,650000.0,normal,gas,not_specified,15.0,g,50.8145845,4.356264,2,3.0,2,2,1,1,0,0,(information_not_available),2001.0
brussels,apartment,apartment,380000.0,normal,not_specified,not_specified,19.0,not_specified,50.8483697,4.3968536,2,2.0,1,1,0,0,0,0,possible_flooding_area,1934.0
brussels,apartment,apartment,890000.0,excellent,gas,not_specified,15.0,d,50.8427501,4.3515499,3,4.0,2,2,0,0,0,0,no_flooding_area,1961.0
brussels,house,residence,330000.0,to_be_renovated,gas,not_specified,15.0,not_specified,50.86744,4.37727,2,4.0,2,2,1,1,0,0,no_flooding_area,
brussels,house,residence,360000.0,to_renovate,gas,south_east,25.0,g,50.8238624,4.3026467,2,2.0,1,1,0,0,1,0,possible_flooding_area,1945.0
brussels,apartment,apartment,139000.0,to_be_renovated,gas,south_west,47.0,e,50.79035065,4.35863115,2,1.0,1,1,1,1,0,0,(information_not_available),1992.0
brussels,apartment,apartment,326500.0,new,hot_air,not_specified,15.0,b,50.8486012,4.3444454,1,1.0,1,1,1,0,1,0,possible_flooding_area,
brussels,apartment,apartment,568000.0,new,hot_air,not_specified,15.0,b,50.8486012,4.3444454,2,3.0,1,1,1,0,1,0,possible_flooding_area,
brussels,house,residence,795000.0,normal,fuel_oil,not_specified,21.0,g,50.8391829,4.429498,2,4.0,3,3,1,1,1,0,no_flooding_area,1968.0
brussels,house,residence,1100000.0,excellent,not_specified,not_specified,24.0,f,50.8381484,4.4329851,3,4.0,2,4,1,1,1,0,no_flooding_area,1924.0
brussels,apartment,apartment,190000.0,not_specified,not_specified,not_specified,55.0,c,50.842365,4.423892,4,1.0,1,1,0,0,0,0,(information_not_available),1970.0
brussels,apartment,apartment,2700000.0,excellent,not_specified,south,329.0,c,50.8235717,4.3766927,2,3.0,1,0,1,0,0,1,(information_not_available),
brussels,house,residence,570000.0,not_specified,gas,not_specified,263.0,e,50.890858,4.3727832,2,6.0,1,0,1,1,1,0,(information_not_available),
brussels,house,residence,595000.0,normal,gas,not_specified,140.0,e,50.8286387,4.4494347,2,4.0,2,2,1,1,0,0,(information_not_available),1960.0
brussels,apartment,studio,140000.0,to_be_renovated,fuel_oil,not_specified,63.0,g,50.8635353,4.3114635,2,0.0,1,1,0,0,1,0,(information_not_available),1968.0
brussels,apartment,apartment,315000.0,new,not_specified,not_specified,72.0,not_specified,50.8611276,4.4172636,1,1.0,1,1,0,0,0,0,(information_not_available),
brussels,apartment,apartment,360000.0,new,not_specified,not_specified,82.0,not_specified,50.8611276,4.4172636,1,2.0,1,1,0,0,0,0,(information_not_available),
brussels,apartment,apartment,460000.0,new,not_specified,not_specified,123.0,not_specified,50.8611276,4.4172636,1,2.0,1,1,0,0,0,0,(information_not_available),
brussels,apartment,apartment,305000.0,new,not_specified,not_specified,72.0,not_specified,50.8611276,4.4172636,1,1.0,1,1,0,0,0,0,(information_not_available),
brussels,apartment,apartment,390000.0,new,not_specified,not_specified,101.0,not_specified,50.8611276,4.4172636,1,2.0,1,1,0,0,0,0,(information_not_available),
brussels,apartment,apartment,305000.0,new,not_specified,not_specified,67.0,not_specified,50.8611276,4.4172636,1,1.0,1,1,0,1,0,0,(information_not_available),
brussels,apartment,apartment,395000.0,new,not_specified,not_specified,101.0,not_specified,50.8611276,4.4172636,1,2.0,2,2,0,1,0,0,(information_not_available),
brussels,apartment,apartment,299000.0,new,not_specified,not_specified,78.0,not_specified,50.8611276,4.4172636,1,1.0,1,0,0,0,0,0,(information_not_available),2025.0
brussels,apartment,apartment,395000.0,excellent,gas,not_specified,100.0,d,50.8313423,4.3444755,2,1.0,1,0,1,0,0,0,(information_not_available),1911.0
brussels,house,residence,649000.0,excellent,gas,north_east,18.0,c,50.865341,4.295748,2,4.0,2,3,1,1,1,0,(information_not_available),1988.0
brussels,apartment,apartment,190000.0,to_be_renovated,not_specified,not_specified,17.0,e,50.83271,4.30787,1,1.0,1,0,0,0,0,0,(information_not_available),
brussels,apartment,apartment,1690000.0,excellent,not_specified,not_specified,263.0,c,50.78841,4.36903,4,3.0,1,0,1,0,0,0,(information_not_available),2013.0
brussels,apartment,apartment,325000.0,normal,gas,north,122.0,e,50.8616967,4.37489264,2,2.0,2,3,0,1,0,0,(information_not_available),
brussels,house,mixed_building,349000.0,to_be_renovated,gas,not_specified,20.0,g,50.8513323,4.3756097,2,4.0,2,3,0,1,0,0,no_flooding_area,
brussels,apartment,studio,120000.0,to_be_renovated,gas,not_specified,30.0,g,50.8,4.3333333,1,1.0,1,1,0,0,0,0,(information_not_available),1955.0
brussels,apartment,ground_floor,315000.0,to_be_renovated,gas,not_specified,99.0,g,50.8,4.3333333,1,2.0,1,1,0,0,0,0,(information_not_available),1955.0
brussels,apartment,penthouse,1449000.0,new,gas,not_specified,25.0,b,50.8515792,4.4408888,2,3.0,2,4,1,0,0,0,no_flooding_area,
brussels,apartment,apartment,199000.0,normal,gas,not_specified,75.0,not_specified,50.8582739,4.3180548,2,1.0,1,1,0,0,0,0,(information_not_available),1937.0
brussels,house,residence,730000.0,normal,gas,east,18.0,e,50.87551,4.34811,2,4.0,1,2,1,1,1,0,possible_flooding_area,1939.0
brussels,apartment,apartment,410000.0,excellent,gas,not_specified,15.0,not_specified,50.804052,4.3939913,2,2.0,1,1,1,0,0,0,(information_not_available),1975.0
brussels,apartment,apartment,275000.0,to_be_renovated,not_specified,north,19.0,e,50.8379147,4.3975821,2,1.0,1,1,0,1,0,0,(information_not_available),1914.0
brussels,house,mixed_building,850000.0,fully_renovated,gas,south_west,16.0,c,50.8235717,4.3766927,2,5.0,2,3,1,1,0,0,no_flooding_area,1930.0
brussels,apartment,apartment,449000.0,new,hot_air,not_specified,15.0,a,50.8599241,4.4172194,2,3.0,2,2,1,1,0,0,(information_not_available),2025.0
brussels,apartment,apartment,298485.0,normal,hot_air,north_west,17.0,e,50.8555583,4.3562723,3,2.0,1,1,0,0,0,0,no_flooding_area,2007.0
brussels,house,residence,449000.0,to_be_renovated,gas,not_specified,20.0,g,50.8176921,4.4108634,2,4.0,1,1,1,1,0,0,possible_flooding_area,1930.0
brussels,apartment,ground_floor,199000.0,normal,gas,not_specified,35.0,not_specified,50.811309,4.3468398,2,1.0,1,1,1,0,0,0,(information_not_available),1954.0
brussels,apartment,apartment,1690000.0,excellent,gas,not_specified,19.0,c,50.8,4.3333333,2,3.0,3,3,1,0,0,0,no_flooding_area,2013.0
brussels,apartment,ground_floor,260000.0,normal,not_specified,not_specified,17.0,f,50.8588188,4.3968419,1,2.0,1,1,1,0,0,0,no_flooding_area,1957.0
brussels,apartment,apartment,585000.0,excellent,not_specified,west,17.0,d,50.8427501,4.3515499,2,2.0,1,2,1,0,0,0,no_flooding_area,1951.0
brussels,apartment,triplex,875000.0,new,gas,not_specified,18.0,not_specified,50.8235717,4.3766927,2,3.0,3,2,1,0,0,0,no_flooding_area,1974.0
brussels,apartment,apartment,229000.0,not_specified,gas,west,100.0,b,50.8301403,4.2828964,4,2.0,1,0,1,0,0,0,(information_not_available),1972.0
brussels,house,mixed_building,370000.0,to_be_renovated,gas,not_specified,189.0,g,50.8668558,4.3778079,2,4.0,2,2,0,0,0,0,(information_not_available),
brussels,apartment,apartment,129000.0,to_be_renovated,gas,not_specified,18.0,g,50.8621347,4.3332023,2,2.0,1,1,1,0,0,0,no_flooding_area,1923.0
brussels,house,residence,990000.0,normal,gas,not_specified,17.0,g,50.828948,4.3889255,2,6.0,3,2,1,1,0,0,(information_not_available),1912.0
brussels,apartment,apartment,319000.0,normal,gas,not_specified,15.0,c,50.898591,4.3549784,3,4.0,1,1,1,0,0,0,no_flooding_area,1966.0
brussels,apartment,apartment,325000.0,normal,not_specified,not_specified,15.0,b,50.874464,4.399615,1,2.0,1,1,1,0,1,0,(information_not_available),
brussels,apartment,penthouse,945000.0,new,gas,not_specified,21.0,b,50.8389106,4.3987892,3,3.0,1,3,1,0,0,0,no_flooding_area,1912.0
brussels,apartment,apartment,399000.0,normal,gas,not_specified,16.0,d,50.8576783,4.3785684,2,3.0,1,1,1,0,0,0,no_flooding_area,1956.0
brussels,apartment,apartment,350000.0,not_specified,gas,not_specified,70.0,c,50.8235717,4.3766927,1,1.0,1,0,0,0,0,0,(information_not_available),
brussels,apartment,ground_floor,449000.0,new,hot_air,not_specified,15.0,b,50.8599357,4.4173167,2,3.0,2,2,1,1,1,0,no_flooding_area,2025.0
brussels,apartment,apartment,259000.0,not_specified,not_specified,not_specified,96.0,e,50.8569755,4.3193694,1,2.0,1,0,0,0,0,0,(information_not_available),
brussels,apartment,apartment,259000.0,not_specified,electricity,not_specified,96.0,e,50.865341,4.295748,1,2.0,1,0,0,0,0,0,(information_not_available),
brussels,apartment,apartment,235000.0,normal,fuel_oil,not_specified,15.0,e,50.8957934,4.3931186,2,2.0,1,1,1,0,0,0,no_flooding_area,1969.0
brussels,apartment,apartment,329000.0,normal,gas,not_specified,16.0,d,50.8484525,4.4186966,2,1.0,1,0,1,0,0,0,(information_not_available),1953.0
brussels,apartment,apartment,325000.0,normal,not_specified,not_specified,93.0,d,50.8484872,4.39835561,2,2.0,1,1,0,0,0,0,(information_not_available),
brussels,house,residence,620000.0,to_be_renovated,fuel_oil,north,15.0,f,50.842365,4.423892,2,4.0,1,0,1,1,1,0,(information_not_available),1950.0
brussels,house,residence,495000.0,to_be_renovated,gas,south_west,21.0,f,50.8499537,4.324286,3,4.0,1,1,1,0,0,0,(information_not_available),1915.0
brussels,house,residence,445000.0,to_be_renovated,gas,west,16.0,g,50.817175,4.425082,2,2.0,1,1,1,1,1,0,no_flooding_area,1933.0
brussels,apartment,apartment,215000.0,normal,gas,north_west,16.0,d,50.8396365,4.3108726,2,2.0,1,1,1,0,0,0,no_flooding_area,1960.0
brussels,apartment,apartment,215000.0,normal,gas,north_west,16.0,f,50.8396365,4.3108726,2,2.0,1,1,1,0,0,0,no_flooding_area,1960.0
brussels,apartment,apartment,235000.0,not_specified,fuel_oil,not_specified,90.0,c,50.894096,4.3239236,2,3.0,1,0,1,0,0,0,(information_not_available),
brussels,house,residence,250000.0,to_be_renovated,not_specified,not_specified,15.0,not_specified,50.7946297,4.3346812,3,2.0,1,0,0,1,0,0,no_flooding_area,1640.0
brussels,apartment,apartment,510000.0,normal,gas,south_west,17.0,c,50.856596,4.4364801,2,2.0,2,2,1,0,1,0,(information_not_available),2005.0
brussels,apartment,apartment,391515.0,new,hot_air,not_specified,15.0,a,50.8747904,4.30136,3,2.0,1,1,1,0,1,0,no_flooding_area,2026.0
brussels,house,villa,1050000.0,excellent,gas,not_specified,21.0,f,50.7935695,4.3398431,4,3.0,2,0,1,1,0,0,(information_not_available),
brussels,apartment,apartment,115000.0,to_be_renovated,not_specified,not_specified,20.0,not_specified,50.8750981,4.3928394,3,1.0,1,1,0,0,0,0,(information_not_available),1931.0
brussels,apartment,apartment,220000.0,normal,gas,south_west,934.0,e,50.8283693,4.3072672,2,2.0,1,1,1,0,1,0,possible_flooding_area,1966.0
brussels,apartment,apartment,979000.0,excellent,not_specified,not_specified,20.0,c,50.8235717,4.3766927,2,3.0,2,2,1,0,0,0,(information_not_available),2014.0
brussels,apartment,apartment,295000.0,to_be_renovated,not_specified,not_specified,16.0,g,50.8,4.3166667,2,2.0,1,1,1,0,0,0,(information_not_available),1964.0
brussels,house,residence,3300000.0,normal,not_specified,east,830.0,d,50.8,4.3333333,3,6.0,4,0,0,0,1,0,(information_not_available),
brussels,apartment,apartment,239000.0,excellent,electricity,south,109.0,f,50.8516488,4.3022964,2,2.0,1,0,1,0,0,0,(information_not_available),1974.0
brussels,apartment,apartment,379000.0,excellent,gas,not_specified,20.0,d,50.8558014,4.303935,1,3.0,2,1,0,0,0,0,(information_not_available),1999.0
brussels,house,residence,375000.0,not_specified,gas,not_specified,18.0,e,50.8781736,4.3246127,2,4.0,1,1,0,0,0,0,(information_not_available),
brussels,apartment,apartment,330000.0,not_specified,not_specified,not_specified,80.0,d,50.7978025,4.3408563,1,2.0,1,0,0,0,0,0,(information_not_available),
brussels,apartment,studio,190000.0,excellent,not_specified,not_specified,27.0,not_specified,50.8385732,4.3839131,3,0.0,1,0,0,0,0,0,(information_not_available),
brussels,apartment,apartment,445000.0,normal,gas,not_specified,15.0,b,50.8722565,4.3831046,2,3.0,2,2,1,0,0,0,no_flooding_area,2016.0
brussels,house,residence,860000.0,excellent,not_specified,east,180.0,e,50.8335743,4.4473097,3,4.0,3,3,1,1,0,0,no_flooding_area,
brussels,house,residence,685000.0,new,gas,not_specified,160.0,c,50.8,4.3333333,3,3.0,2,0,1,1,0,0,(information_not_available),2026.0
brussels,apartment,apartment,220000.0,not_specified,gas,not_specified,75.0,f,50.8,4.3333333,1,1.0,1,0,0,0,0,0,(information_not_available),1970.0
brussels,house,villa,1350000.0,not_specified,gas,not_specified,310.0,f,50.8,4.3333333,3,5.0,3,0,1,1,1,0,(information_not_available),1962.0
brussels,apartment,ground_floor,425000.0,not_specified,gas,not_specified,110.0,c,50.8,4.3333333,1,2.0,1,1,0,0,0,0,(information_not_available),1977.0
brussels,house,residence,575000.0,normal,gas,not_specified,265.0,f,50.87551,4.34811,3,4.0,3,0,1,1,0,0,(information_not_available),1920.0
brussels,apartment,apartment,275000.0,to_be_renovated,gas,north,85.0,e,50.8,4.3333333,1,2.0,1,1,1,0,0,0,(information_not_available),1967.0
brussels,apartment,apartment,440000.0,normal,gas,not_specified,104.0,d,50.8548352,4.4393452,1,2.0,1,1,1,0,1,0,(information_not_available),1994.0
brussels,house,master_house,1195000.0,excellent,not_specified,not_specified,28.0,c,50.8342367,4.3884667,2,5.0,3,4,1,1,1,0,no_flooding_area,1896.0
brussels,house,residence,460000.0,to_renovate,not_specified,not_specified,125.0,e,50.7794209,4.3285855,2,3.0,1,0,1,1,0,0,(information_not_available),
brussels,house,mixed_building,1495000.0,fully_renovated,gas,not_specified,15.0,c,50.8578696,4.3896256,2,7.0,6,7,1,1,0,0,(information_not_available),
brussels,apartment,apartment,209000.0,not_specified,not_specified,north,18.0,g,50.859601,4.3042756,1,1.0,1,1,1,1,0,0,no_flooding_area,
brussels,house,residence,1695000.0,excellent,not_specified,not_specified,16.0,d,50.817175,4.425082,3,6.0,4,5,1,1,0,0,no_flooding_area,1910.0
brussels,house,residence,1780000.0,normal,gas,not_specified,25.0,g,50.8205165,4.3722246,2,7.0,3,3,1,1,1,0,no_flooding_area,1905.0
brussels,house,residence,599000.0,excellent,not_specified,south_west,16.0,b,50.8177391,4.2583333,3,3.0,1,2,1,0,1,0,no_flooding_area,2017.0
brussels,house,residence,675000.0,normal,not_specified,south_west,211.0,g,50.8427501,4.3515499,2,4.0,1,0,0,0,0,0,(information_not_available),1910.0
brussels,house,residence,289000.0,normal,not_specified,not_specified,17.0,g,50.8577643,4.3665478,2,3.0,1,1,0,0,0,0,no_flooding_area,1930.0
brussels,apartment,apartment,219000.0,normal,gas,north_east,29.0,g,50.8827913,4.3457353,1,2.0,1,1,1,0,0,0,no_flooding_area,
brussels,house,villa,1050000.0,excellent,gas,not_specified,407.0,d,50.8299133,4.2947055,3,5.0,4,5,1,1,1,0,no_flooding_area,1954.0
brussels,apartment,apartment,249000.0,normal,gas,not_specified,59.0,c,50.8753983,4.3760075,3,1.0,1,1,1,0,0,0,no_flooding_area,1936.0
brussels,house,residence,535000.0,normal,gas,east,15.0,f,50.8176615,4.4378061,3,2.0,1,2,1,1,0,0,no_flooding_area,1948.0
brussels,apartment,apartment,475000.0,normal,gas,not_specified,16.0,d,50.841872,4.423494,2,3.0,1,1,1,0,0,0,(information_not_available),1955.0
brussels,apartment,apartment,420000.0,normal,gas,not_specified,15.0,f,50.7889922,4.3412245,2,1.0,1,2,1,1,0,0,(information_not_available),1936.0
brussels,apartment,penthouse,1100000.0,excellent,not_specified,not_specified,165.0,c,50.8203045,4.3567485,2,3.0,3,4,1,0,1,0,(information_not_available),
brussels,house,mixed_building,600000.0,to_be_renovated,gas,not_specified,234.0,g,50.8282783,4.38569,3,7.0,7,7,0,0,0,0,no_flooding_area,1900.0
brussels,apartment,apartment,570000.0,normal,gas,not_specified,15.0,d,50.8308641,4.3616192,2,2.0,2,2,1,0,0,0,(information_not_available),2008.0
brussels,house,residence,695000.0,normal,gas,not_specified,16.0,c,50.8283705,4.3393771,2,5.0,3,2,1,0,0,0,no_flooding_area,1914.0
brussels,apartment,apartment,335000.0,fully_renovated,gas,south,25.0,g,50.8389572,4.304168,2,3.0,1,1,1,1,1,0,no_flooding_area,1965.0
brussels,house,residence,749000.0,not_specified,not_specified,south,180.0,g,50.8,4.3333333,2,4.0,2,0,0,0,0,0,(information_not_available),
brussels,apartment,apartment,560000.0,not_specified,fuel_oil,south,150.0,not_specified,50.8427501,4.3515499,2,3.0,1,0,1,0,1,0,(information_not_available),
brussels,apartment,apartment,499500.0,not_specified,not_specified,not_specified,130.0,not_specified,50.8,4.3333333,1,3.0,1,2,1,1,0,0,(information_not_available),2026.0
brussels,house,residence,845000.0,to_renovate,gas,south,19.0,f,50.832177,4.388949,2,6.0,2,2,1,1,0,0,no_flooding_area,1910.0
brussels,house,residence,599000.0,to_be_renovated,fuel_oil,not_specified,20.0,g,50.8309845,4.4640386,3,3.0,1,1,1,1,1,0,no_flooding_area,
brussels,apartment,penthouse,699000.0,not_specified,gas,not_specified,173.0,c,50.8567469,4.343953,1,4.0,2,1,1,0,1,0,no_flooding_area,
brussels,apartment,apartment,575000.0,normal,not_specified,south,17.0,d,50.8,4.3333333,2,3.0,2,2,0,0,0,0,(information_not_available),1992.0
brussels,apartment,apartment,670000.0,excellent,not_specified,south,152.0,e,50.81639,4.38169,1,3.0,2,0,1,0,0,0,(information_not_available),1962.0
brussels,apartment,apartment,449000.0,excellent,gas,not_specified,19.0,e,50.842365,4.423892,2,2.0,1,2,1,0,1,0,no_flooding_area,1952.0
brussels,apartment,apartment,750000.0,normal,gas,not_specified,21.0,e,50.8235717,4.3766927,2,3.0,2,2,1,0,1,0,no_flooding_area,1938.0
