province,type_property,subtype_property,price,state_of_property,heating_type,sun_exposure,livable_surface,epc_score,latitude,longitude,facades,bedrooms,bathrooms,toilets,terrace,garden,garage,swimming_pool,flooding_area_type,construction_year
limburg,house,residence,475000.0,not_specified,gas,south,239.0,b,50.8788734,5.2424368,4,5.0,2,2,0,0,1,0,no_flooding_area,1996.0
limburg,house,residence,749000.0,not_specified,not_specified,south,382.0,c,51.137895,5.380475,4,6.0,2,3,1,0,1,0,no_flooding_area,1963.0
limburg,house,residence,189000.0,not_specified,not_specified,not_specified,503.0,f,51.0803654,5.7062629,2,3.0,1,2,0,0,1,0,no_flooding_area,1930.0
limburg,house,residence,389000.0,normal,gas,south_east,146.0,d,51.2536492,5.3771085,4,2.0,1,1,1,1,1,0,no_flooding_area,1995.0
limburg,house,residence,320000.0,to_be_renovated,fuel_oil,south,181.0,f,51.22448,5.305572,4,3.0,1,1,0,0,1,0,no_flooding_area,1965.0
limburg,house,residence,359000.0,to_be_renovated,gas,not_specified,211.0,d,50.94891,5.351357,3,4.0,1,2,1,1,1,0,no_flooding_area,1968.0
limburg,house,residence,347000.0,to_be_renovated,fuel_oil,not_specified,259.0,e,50.97470515,5.48379319,3,4.0,1,0,0,1,0,0,no_flooding_area,1930.0
limburg,house,residence,389000.0,normal,gas,west,178.0,c,50.95835,5.452379,4,3.0,1,2,0,0,1,0,no_flooding_area,1966.0
limburg,house,residence,349000.0,normal,fuel_oil,west,127.0,d,50.98514,5.530863,4,3.0,1,1,0,0,1,0,no_flooding_area,1978.0
limburg,apartment,apartment,519000.0,normal,gas,not_specified,117.0,b,51.23296,5.3023,1,3.0,1,0,0,0,1,0,(information_not_available),2011.0
limburg,house,residence,315000.0,to_be_renovated,fuel_oil,not_specified,17.0,f,50.9565622,5.2317949,4,3.0,1,1,1,1,1,0,(information_not_available),1979.0
limburg,apartment,ground_floor,399000.0,not_specified,gas,north,73.0,b,51.048687,5.2221751,1,5.0,2,5,1,0,0,0,no_flooding_area,1979.0
limburg,house,residence,289000.0,not_specified,gas,east,144.0,c,50.9300695,5.3519628,2,3.0,1,1,0,0,0,0,no_flooding_area,1930.0
limburg,house,residence,499000.0,normal,gas,north_west,223.0,c,51.25079,5.540933,3,4.0,1,0,1,1,0,0,no_flooding_area,
limburg,house,residence,350000.0,normal,gas,north_west,170.0,c,51.17687,5.584265,3,3.0,1,2,1,1,0,0,no_flooding_area,1979.0
limburg,house,residence,230000.0,not_specified,not_specified,south_west,212.0,not_specified,51.24774,5.549133,3,2.0,1,1,1,1,1,0,no_flooding_area,1976.0
limburg,house,residence,396000.0,normal,not_specified,west,144.0,a,51.21645,5.3093268,4,2.0,1,1,1,1,1,0,no_flooding_area,
limburg,apartment,apartment,198000.0,normal,electricity,south,69.0,c,51.0659214,5.0351419,2,1.0,1,1,0,0,0,0,no_flooding_area,1992.0
limburg,house,residence,288000.0,to_be_renovated,fuel_oil,north,172.0,f,51.11847,5.366822,4,3.0,1,1,1,1,1,0,no_flooding_area,1965.0
limburg,house,residence,398000.0,normal,not_specified,west,175.0,d,51.22834,5.442258,4,3.0,1,2,1,1,0,0,no_flooding_area,1984.0
limburg,house,residence,385000.0,new,not_specified,south,225.0,not_specified,51.2446029,5.534097,4,3.0,1,2,0,0,1,0,no_flooding_area,2025.0
limburg,house,residence,280000.0,normal,hot_air,south_east,155.0,b,51.12812,5.411453,3,4.0,1,1,0,0,0,0,no_flooding_area,1934.0
limburg,house,residence,349000.0,normal,fuel_oil,north_west,146.0,f,51.22095,5.296214,4,2.0,2,2,0,0,0,0,no_flooding_area,1960.0
limburg,house,villa,585000.0,normal,fuel_oil,south,300.0,c,51.18715,5.296046,4,5.0,1,0,0,0,1,0,no_flooding_area,1976.0
limburg,house,residence,399000.0,normal,gas,north_east,347.0,b,51.2335133,5.3676041,4,5.0,3,2,1,1,1,0,no_flooding_area,1980.0
limburg,house,residence,375000.0,normal,not_specified,south,145.0,c,51.2136968,5.3831603,4,3.0,2,2,1,1,1,0,no_flooding_area,1960.0
limburg,house,residence,199000.0,to_be_renovated,fuel_oil,not_specified,177.0,f,50.8605465,5.3378856,3,3.0,1,2,0,1,1,0,no_flooding_area,
limburg,apartment,apartment,325000.0,normal,gas,not_specified,92.0,b,50.92865,5.347836,2,2.0,1,1,0,0,0,0,no_flooding_area,1966.0
limburg,house,residence,380000.0,normal,gas,not_specified,134.0,d,51.02741,5.39806,4,5.0,1,1,0,0,0,0,no_flooding_area,1959.0
limburg,house,residence,370000.0,new,not_specified,not_specified,224.0,not_specified,50.92807,5.449694,3,4.0,2,3,0,0,0,0,no_flooding_area,2025.0
limburg,house,residence,419000.0,to_be_renovated,fuel_oil,not_specified,205.0,d,50.95615,5.347726,4,3.0,1,2,1,1,0,0,no_flooding_area,1972.0
limburg,house,residence,480000.0,normal,gas,not_specified,310.0,b,50.85701,5.267129,4,2.0,1,2,0,0,1,0,no_flooding_area,1957.0
limburg,house,residence,339000.0,to_be_renovated,gas,not_specified,162.0,f,50.97209,5.116283,4,3.0,1,1,0,0,0,0,no_flooding_area,1956.0
limburg,house,residence,269000.0,to_be_renovated,fuel_oil,not_specified,154.0,f,50.95301,5.218375,4,4.0,1,1,0,0,0,0,no_flooding_area,1964.0
limburg,house,residence,270000.0,to_be_renovated,gas,not_specified,124.0,f,50.9462,5.229643,4,3.0,1,1,0,0,0,0,no_flooding_area,1960.0
limburg,apartment,apartment,199000.0,normal,gas,south_east,76.0,b,50.92757,5.328095,2,2.0,1,1,0,0,0,0,no_flooding_area,1957.0
limburg,house,residence,310000.0,to_be_renovated,fuel_oil,not_specified,168.0,d,50.9679,5.371518,3,3.0,1,1,0,0,1,0,no_flooding_area,1968.0
limburg,house,residence,450000.0,new,not_specified,north_east,220.0,a,50.93343,5.326217,2,4.0,1,2,0,0,0,0,no_flooding_area,2025.0
limburg,house,bungalow,280000.0,to_be_renovated,fuel_oil,not_specified,122.0,f,50.95972,5.333131,4,3.0,1,1,0,0,0,0,no_flooding_area,1963.0
limburg,house,residence,430000.0,new,not_specified,north_east,208.0,a,50.9334,5.326279,2,4.0,1,2,0,0,0,0,no_flooding_area,2025.0
limburg,house,residence,469000.0,normal,not_specified,not_specified,285.0,c,50.98928,5.377814,4,4.0,1,0,0,0,0,0,no_flooding_area,1984.0
limburg,apartment,apartment,290000.0,excellent,gas,not_specified,82.0,b,50.9434787,5.27960016,3,2.0,1,1,1,0,1,0,no_flooding_area,2012.0
limburg,apartment,apartment,219000.0,normal,gas,not_specified,73.0,c,51.3228564,4.9388143,2,1.0,1,1,0,0,0,0,no_flooding_area,1994.0
limburg,apartment,apartment,385000.0,normal,gas,not_specified,108.0,b,51.01936,5.307933,4,2.0,1,1,1,0,0,0,no_flooding_area,2014.0
limburg,house,residence,480000.0,normal,gas,north_west,250.0,c,51.03469,5.388251,4,4.0,1,2,0,1,1,0,no_flooding_area,1987.0
limburg,house,residence,569000.0,normal,gas,not_specified,270.0,c,50.97446,5.363392,4,3.0,1,2,0,0,1,0,no_flooding_area,1994.0
limburg,house,residence,520000.0,normal,gas,east,257.0,a,50.94034,5.32598,4,5.0,1,2,0,0,1,0,no_flooding_area,2008.0
limburg,house,residence,465000.0,normal,fuel_oil,not_specified,190.0,c,50.88192,5.313544,4,3.0,1,2,1,1,0,0,no_flooding_area,1996.0
limburg,house,residence,240000.0,to_be_renovated,gas,not_specified,122.0,f,51.03555,5.368374,3,3.0,1,1,0,0,0,0,no_flooding_area,1955.0
limburg,apartment,apartment,385000.0,excellent,gas,east,145.0,a,50.93172,5.345057,2,3.0,1,1,1,0,0,0,no_flooding_area,2010.0
limburg,house,residence,349000.0,new,not_specified,not_specified,166.0,f,50.92441,5.35581,3,4.0,1,0,1,1,1,0,no_flooding_area,1966.0
limburg,house,residence,499000.0,normal,gas,not_specified,183.0,b,50.95570835,5.31964745,3,3.0,2,0,0,0,0,0,no_flooding_area,2004.0
limburg,apartment,apartment,199000.0,to_be_renovated,fuel_oil,not_specified,89.0,c,50.95107,5.106144,2,2.0,1,1,0,0,1,0,no_flooding_area,1981.0
limburg,house,residence,289000.0,not_specified,fuel_oil,not_specified,17.0,d,50.8380343,5.3281114,3,3.0,1,0,0,0,1,0,no_flooding_area,1957.0
limburg,house,residence,299000.0,not_specified,gas,not_specified,201.0,b,50.8190363,5.1855313,3,2.0,1,0,0,0,1,0,no_flooding_area,1957.0
limburg,house,residence,385000.0,not_specified,gas,not_specified,168.0,d,51.0847855,5.21162065,4,2.0,1,0,0,0,1,0,no_flooding_area,
limburg,apartment,apartment,316900.0,not_specified,hot_air,not_specified,19.0,a,51.1183684,5.250695,2,2.0,1,2,1,1,0,0,(information_not_available),2027.0
limburg,house,residence,545000.0,normal,gas,south_east,196.0,d,51.07337,5.079859,4,5.0,2,2,1,1,1,0,no_flooding_area,1968.0
limburg,house,residence,399000.0,normal,not_specified,north_west,199.0,c,51.06171,5.081933,4,3.0,1,2,1,1,1,0,no_flooding_area,1994.0
limburg,apartment,ground_floor,189000.0,normal,gas,not_specified,88.0,b,51.1027184,5.1515641,3,2.0,1,0,1,1,0,0,no_flooding_area,2007.0
limburg,house,residence,319000.0,to_be_renovated,fuel_oil,not_specified,15.0,d,51.0218018,5.0271918,4,3.0,1,1,1,1,1,0,no_flooding_area,1961.0
limburg,apartment,ground_floor,351750.0,not_specified,electricity,not_specified,112.0,not_specified,50.8510257,5.4911897,1,3.0,2,2,1,0,0,0,no_flooding_area,2026.0
limburg,apartment,ground_floor,365000.0,not_specified,gas,not_specified,74.0,b,50.9393999,5.3371979,1,2.0,1,1,1,0,0,0,no_flooding_area,2016.0
limburg,house,residence,275000.0,not_specified,not_specified,west,159.0,e,51.1021094,5.2263745,4,3.0,1,1,0,0,1,0,no_flooding_area,1967.0
limburg,house,residence,569000.0,not_specified,fuel_oil,north_east,282.0,b,51.1318985,5.3717872,2,5.0,2,2,1,0,1,0,no_flooding_area,1992.0
limburg,house,residence,295000.0,not_specified,fuel_oil,south,136.0,f,50.9081552,5.4104596,4,3.0,1,1,1,0,0,0,no_flooding_area,1964.0
limburg,apartment,apartment,275000.0,new,gas,not_specified,75.0,a,50.8192809,5.1915488,2,2.0,1,1,0,0,0,0,no_flooding_area,2019.0
limburg,house,residence,675000.0,fully_renovated,not_specified,not_specified,200.0,not_specified,50.9203853,5.2628854,4,4.0,1,2,1,1,1,0,(information_not_available),1972.0
limburg,house,residence,319000.0,normal,gas,east,135.0,b,51.05505,5.088744,3,3.0,1,1,0,0,0,0,no_flooding_area,1930.0
limburg,house,residence,305000.0,not_specified,not_specified,not_specified,164.0,c,51.0549045,5.7395972,2,3.0,1,0,1,1,1,0,(information_not_available),1918.0
limburg,house,residence,495000.0,not_specified,fuel_oil,east,311.0,c,50.8664718,5.4285544,4,5.0,1,2,0,0,1,0,no_flooding_area,2007.0
limburg,house,residence,359000.0,not_specified,gas,east,189.0,c,50.977783,5.7105702,3,4.0,1,2,0,0,0,0,no_flooding_area,1933.0
limburg,house,residence,415066.0,new,not_specified,west,242.0,not_specified,50.80358154,5.34817304,3,4.0,1,1,1,1,1,0,no_flooding_area,2026.0
limburg,house,residence,425000.0,normal,gas,not_specified,196.0,a,51.09888,5.139994,3,3.0,1,0,0,0,0,0,no_flooding_area,2017.0
limburg,apartment,apartment,319000.0,normal,not_specified,north,123.0,c,51.02571,5.316141,2,3.0,1,1,1,0,0,0,no_flooding_area,2004.0
limburg,house,residence,268000.0,excellent,hot_air,not_specified,15.0,b,51.1183684,5.250695,2,2.0,1,1,0,1,0,0,(information_not_available),1933.0
limburg,house,residence,199000.0,not_specified,fuel_oil,not_specified,127.0,f,51.0115155,5.718363,2,3.0,1,0,1,1,1,0,(information_not_available),1958.0
limburg,house,residence,339000.0,normal,not_specified,not_specified,137.0,d,51.04485,5.34512,3,3.0,1,0,0,1,1,0,(information_not_available),1960.0
limburg,apartment,apartment,95000.0,normal,not_specified,not_specified,42.0,f,50.7830641,5.4601613,1,1.0,1,0,0,0,1,0,no_flooding_area,
limburg,apartment,loft,355000.0,not_specified,gas,south_west,138.0,b,50.7692067,5.5151337,1,2.0,1,1,1,0,1,0,possible_flooding_area,2018.0
limburg,house,residence,159000.0,not_specified,wood,not_specified,137.0,f,50.8297164,5.2035501,4,2.0,1,0,0,1,0,0,no_flooding_area,1937.0
limburg,house,residence,399000.0,not_specified,gas,not_specified,176.0,b,50.7683464,5.5188134,3,3.0,2,0,0,1,1,0,no_flooding_area,1930.0
limburg,apartment,apartment,359900.0,not_specified,gas,east,143.0,b,50.74933,5.300409,2,3.0,1,2,1,0,1,0,(information_not_available),2000.0
limburg,house,residence,304000.0,new,not_specified,not_specified,138.0,not_specified,51.1913215,5.3966251,2,3.0,1,0,1,1,1,0,(information_not_available),
limburg,apartment,apartment,485000.0,new,not_specified,not_specified,117.0,a+,50.92973,5.33823,1,2.0,1,0,1,1,0,0,(information_not_available),
limburg,house,residence,327500.0,new,not_specified,not_specified,138.0,not_specified,51.1913215,5.3966251,2,3.0,1,0,0,1,1,0,(information_not_available),
limburg,apartment,apartment,285000.0,new,not_specified,not_specified,94.0,not_specified,51.2056762,5.4175602,1,2.0,1,0,1,1,0,0,(information_not_available),
limburg,apartment,apartment,315000.0,new,not_specified,not_specified,101.0,not_specified,51.2056762,5.4175602,1,2.0,1,0,1,1,0,0,(information_not_available),
limburg,house,residence,331000.0,new,not_specified,not_specified,159.0,not_specified,51.2062084,5.4168909,2,3.0,1,0,0,1,0,0,(information_not_available),
limburg,house,residence,331000.0,new,not_specified,not_specified,159.0,not_specified,51.2062216,5.4169043,2,3.0,1,0,0,1,0,0,(information_not_available),
limburg,house,residence,345000.0,new,not_specified,not_specified,245.0,not_specified,51.2062562,5.4169332,3,3.0,1,0,0,1,1,0,(information_not_available),
limburg,house,residence,332500.0,new,not_specified,not_specified,165.0,not_specified,51.1913215,5.3966251,2,3.0,1,0,0,1,0,0,(information_not_available),
limburg,house,residence,353000.0,new,not_specified,not_specified,257.0,not_specified,51.1913215,5.3966251,3,3.0,1,0,0,1,0,0,(information_not_available),
limburg,apartment,apartment,328000.0,new,not_specified,not_specified,99.0,not_specified,51.1913215,5.3966251,1,2.0,1,0,1,1,1,0,(information_not_available),
limburg,apartment,apartment,333000.0,new,not_specified,not_specified,99.0,not_specified,51.1913215,5.3966251,1,2.0,1,0,1,1,1,0,(information_not_available),
limburg,apartment,apartment,336000.0,new,not_specified,not_specified,99.0,not_specified,51.1913215,5.3966251,1,2.0,1,0,1,1,1,0,(information_not_available),
limburg,apartment,apartment,313000.0,new,not_specified,not_specified,99.0,not_specified,51.1913215,5.3966251,1,2.0,1,0,1,1,0,0,(information_not_available),
limburg,apartment,apartment,326000.0,new,not_specified,not_specified,99.0,not_specified,51.1913215,5.3966251,1,2.0,1,0,1,1,1,0,(information_not_available),
limburg,apartment,apartment,328000.0,new,not_specified,not_specified,101.0,not_specified,51.1913215,5.3966251,1,2.0,1,0,1,1,1,0,(information_not_available),
limburg,apartment,apartment,323000.0,new,not_specified,not_specified,99.0,not_specified,51.1913215,5.3966251,1,2.0,1,0,1,1,1,0,(information_not_available),
limburg,apartment,apartment,318000.0,new,not_specified,not_specified,99.0,not_specified,51.1913215,5.3966251,1,2.0,1,0,1,1,1,0,(information_not_available),
limburg,house,residence,142500.0,not_specified,not_specified,not_specified,91.0,f,50.7885285,5.4687873,3,2.0,1,0,0,0,0,0,no_flooding_area,1930.0
limburg,house,residence,189000.0,not_specified,fuel_oil,not_specified,114.0,f,51.0836367,5.6807733,2,3.0,1,2,1,1,0,0,no_flooding_area,1935.0
limburg,house,residence,413941.0,new,electricity,not_specified,155.0,not_specified,50.88787,5.526891,3,3.0,1,2,1,1,0,0,no_flooding_area,
limburg,apartment,apartment,457328.0,new,electricity,north,121.0,not_specified,50.86872,5.510166,4,3.0,1,0,1,0,0,0,no_flooding_area,2024.0
limburg,house,residence,459621.0,new,electricity,not_specified,158.0,not_specified,50.99133,5.383344,3,3.0,2,2,1,0,0,0,no_flooding_area,2025.0
limburg,apartment,apartment,542771.0,new,electricity,north,139.0,not_specified,50.86872,5.510166,4,3.0,1,0,1,0,0,0,no_flooding_area,2024.0
limburg,apartment,apartment,377669.0,new,electricity,north,102.0,not_specified,50.86872,5.510166,4,2.0,1,0,1,0,0,0,no_flooding_area,2024.0
limburg,house,residence,430531.0,new,electricity,not_specified,164.0,not_specified,50.88787,5.526891,3,3.0,1,2,1,1,0,0,no_flooding_area,2025.0
limburg,house,residence,438385.0,new,electricity,not_specified,164.0,not_specified,50.88787,5.526891,3,4.0,1,2,1,1,0,0,no_flooding_area,2025.0
limburg,house,residence,408668.0,new,electricity,not_specified,161.0,not_specified,50.88787,5.526891,3,4.0,1,2,1,1,0,0,no_flooding_area,2025.0
limburg,apartment,apartment,315425.0,not_specified,electricity,east,96.0,not_specified,50.99062,5.382923,3,2.0,1,1,1,1,0,0,no_flooding_area,2025.0
limburg,house,residence,342200.0,new,electricity,not_specified,145.0,not_specified,50.99062,5.382923,3,3.0,1,2,1,0,0,0,no_flooding_area,2025.0
limburg,apartment,apartment,273651.0,not_specified,electricity,east,80.0,not_specified,50.99062,5.382923,3,1.0,1,1,1,1,0,0,no_flooding_area,2025.0
limburg,house,residence,395035.0,new,not_specified,south_west,145.0,not_specified,51.2283327,5.3057213,2,3.0,1,2,1,1,0,0,no_flooding_area,2025.0
limburg,house,residence,335000.0,not_specified,not_specified,north_west,163.0,b,51.127364,5.2562961,3,4.0,2,3,1,0,0,0,no_flooding_area,1930.0
limburg,house,residence,235000.0,not_specified,fuel_oil,not_specified,124.0,e,51.0701545,5.7526373,4,3.0,1,0,1,0,1,0,(information_not_available),1964.0
limburg,house,residence,599000.0,not_specified,gas,not_specified,224.0,a+,51.0593621,5.2163248,2,3.0,2,3,0,0,0,0,no_flooding_area,2020.0
limburg,house,residence,845000.0,not_specified,gas,not_specified,15.0,c,50.9442091,5.3645615,4,7.0,2,1,1,1,1,0,no_flooding_area,1962.0
limburg,house,residence,159000.0,not_specified,not_specified,not_specified,182.0,not_specified,50.816152,5.1817831,3,1.0,1,0,0,0,0,0,no_flooding_area,1899.0
limburg,house,residence,625000.0,normal,gas,not_specified,266.0,not_specified,51.13172601,5.41308242,4,3.0,1,0,0,0,0,0,no_flooding_area,2021.0
limburg,apartment,penthouse,895000.0,not_specified,not_specified,south_west,168.0,a,50.9358558,5.3359704,1,3.0,2,3,1,0,0,0,no_flooding_area,2020.0
limburg,apartment,ground_floor,430000.0,not_specified,not_specified,south_east,208.0,a+,51.0156926,5.2906971,1,2.0,1,2,1,0,1,0,no_flooding_area,2023.0
limburg,house,residence,335000.0,not_specified,fuel_oil,south,176.0,d,51.126169,5.4619236,4,3.0,1,0,1,0,1,0,no_flooding_area,1975.0
limburg,house,residence,429000.0,not_specified,gas,south,190.0,d,51.0485019,5.3177136,4,3.0,1,2,1,0,1,0,no_flooding_area,1992.0
limburg,apartment,apartment,299000.0,not_specified,gas,not_specified,86.0,not_specified,51.1470036,5.5871687,1,2.0,1,1,0,0,1,0,no_flooding_area,2023.0
limburg,apartment,apartment,299000.0,not_specified,gas,not_specified,125.0,b,51.1201462,5.2617588,2,3.0,1,0,1,0,0,0,(information_not_available),2002.0
limburg,house,residence,279000.0,not_specified,gas,not_specified,120.0,b,51.1219281,5.2518624,2,3.0,1,0,1,1,0,0,(information_not_available),
limburg,apartment,apartment,275000.0,normal,gas,not_specified,90.0,a,51.06595,5.085915,1,1.0,1,0,0,0,0,0,no_flooding_area,2017.0
limburg,house,residence,320000.0,not_specified,not_specified,south,174.0,f,51.016758,5.2897994,4,3.0,2,2,0,0,0,0,no_flooding_area,1948.0
limburg,house,residence,725000.0,not_specified,gas,not_specified,280.0,c,50.92682,5.338538,2,4.0,2,2,1,0,1,0,no_flooding_area,1930.0
limburg,apartment,apartment,349950.0,new,not_specified,not_specified,122.0,not_specified,51.10356,5.150296,1,3.0,1,0,1,0,0,0,(information_not_available),
limburg,apartment,apartment,288248.0,not_specified,not_specified,not_specified,108.0,not_specified,51.1103754,5.2286475,1,3.0,1,1,1,0,1,0,(information_not_available),
limburg,house,residence,299000.0,not_specified,not_specified,not_specified,171.0,d,50.9292198,5.3384397,2,3.0,1,0,0,0,0,0,no_flooding_area,1850.0
limburg,apartment,duplex,275000.0,not_specified,gas,not_specified,137.0,b,51.1125524,5.2385832,1,3.0,1,2,1,0,0,0,no_flooding_area,2010.0
limburg,apartment,apartment,219000.0,not_specified,gas,not_specified,93.0,c,51.0988586,5.7863233,1,2.0,1,0,1,0,0,0,(information_not_available),1979.0
limburg,house,residence,479000.0,not_specified,hot_air,not_specified,113.0,a,51.1149632,5.6472907,3,3.0,1,0,1,1,0,0,(information_not_available),2025.0
limburg,apartment,apartment,229000.0,not_specified,not_specified,not_specified,100.0,d,51.018588,5.7020015,1,3.0,1,0,1,0,1,0,(information_not_available),1976.0
limburg,apartment,apartment,197000.0,normal,gas,east,79.0,c,51.07048,5.091363,1,2.0,1,1,0,0,0,0,possible_flooding_area,1976.0
limburg,house,residence,389000.0,not_specified,not_specified,south,194.0,b,51.061663,5.6407453,3,4.0,1,2,0,0,1,0,no_flooding_area,
limburg,house,residence,325000.0,to_be_renovated,not_specified,east,140.0,d,51.07026,5.243,4,3.0,1,0,0,0,0,0,(information_not_available),1965.0
limburg,house,residence,279000.0,not_specified,fuel_oil,not_specified,120.0,d,50.8412658,5.2203596,3,3.0,1,0,0,0,1,0,no_flooding_area,1976.0
limburg,apartment,duplex,189000.0,not_specified,not_specified,not_specified,21.0,d,50.7563813,5.7130563,2,2.0,1,1,1,0,0,0,(information_not_available),
limburg,apartment,apartment,319000.0,not_specified,not_specified,not_specified,122.0,b,51.1199442,5.2621925,2,5.0,2,0,1,0,0,0,(information_not_available),
limburg,apartment,duplex,290000.0,not_specified,gas,south,108.0,b,51.0559604,5.3877268,1,2.0,1,2,1,0,1,0,no_flooding_area,2005.0
limburg,house,master_house,950000.0,not_specified,gas,not_specified,434.0,d,50.9781579,5.1057744,3,5.0,1,2,0,0,1,0,no_flooding_area,1903.0
limburg,house,residence,460000.0,not_specified,gas,west,219.0,c,51.1157445,5.1927284,4,4.0,2,3,0,0,0,0,no_flooding_area,1986.0
limburg,house,residence,695000.0,excellent,gas,east,280.0,a,51.10037,5.177445,4,4.0,2,3,1,1,1,0,no_flooding_area,2021.0
limburg,house,residence,349000.0,excellent,gas,not_specified,195.0,c,50.7574343,5.1376262,3,3.0,1,2,1,1,0,0,no_flooding_area,1919.0
limburg,house,residence,420000.0,not_specified,fuel_oil,west,201.0,c,51.054768,5.222516,2,3.0,2,4,0,0,1,0,no_flooding_area,1956.0
limburg,apartment,apartment,345000.0,not_specified,gas,not_specified,72.0,a+,50.9345889,5.3469988,1,1.0,1,1,0,0,1,0,no_flooding_area,2020.0
limburg,house,residence,319000.0,not_specified,not_specified,south,239.0,c,51.1026368,5.1539649,2,4.0,1,1,0,0,1,0,no_flooding_area,1952.0
limburg,house,residence,425000.0,not_specified,fuel_oil,north,160.0,c,51.0561211,5.4008827,4,3.0,1,3,0,0,1,0,no_flooding_area,1965.0
limburg,apartment,apartment,287365.0,new,not_specified,not_specified,17.0,a+,50.85629,5.387601,1,2.0,1,1,1,0,0,0,no_flooding_area,2025.0
limburg,house,villa,795000.0,excellent,gas,not_specified,232.0,a,50.8873844,5.2054144,4,3.0,2,2,1,1,1,0,no_flooding_area,2017.0
limburg,house,residence,499950.0,not_specified,gas,north,181.0,b,50.99899,5.138137,4,3.0,1,2,1,1,0,0,no_flooding_area,2014.0
limburg,house,residence,269000.0,not_specified,fuel_oil,north,162.0,d,50.7369611,5.2131241,3,4.0,1,1,0,0,1,0,no_flooding_area,1977.0
limburg,house,residence,299000.0,not_specified,fuel_oil,east,140.0,d,51.0570365,5.282409,2,3.0,1,1,1,0,1,0,no_flooding_area,
limburg,house,residence,499000.0,not_specified,fuel_oil,north_west,160.0,d,51.0173464,5.2715063,4,3.0,1,2,1,0,1,0,no_flooding_area,1979.0
limburg,house,residence,209000.0,not_specified,fuel_oil,not_specified,130.0,f,51.0934529,5.6771114,4,3.0,1,0,0,0,0,0,no_flooding_area,1956.0
limburg,house,residence,496000.0,excellent,fuel_oil,west,240.0,c,51.12207,5.255136,4,6.0,1,2,1,1,1,0,no_flooding_area,1994.0
limburg,house,residence,295000.0,not_specified,fuel_oil,not_specified,252.0,e,50.7615781,5.2605158,4,3.0,2,2,0,0,0,0,no_flooding_area,1964.0
limburg,house,residence,599000.0,not_specified,gas,north_west,440.0,b,51.0300642,5.0445051,4,4.0,2,3,0,0,1,0,no_flooding_area,1874.0
limburg,apartment,ground_floor,310000.0,not_specified,not_specified,south,112.0,b,51.1442259,5.5967864,1,2.0,1,1,0,0,1,0,no_flooding_area,2001.0
limburg,apartment,apartment,306960.0,not_specified,not_specified,not_specified,102.0,not_specified,51.1747723,5.5750394,1,2.0,1,1,1,0,0,0,no_flooding_area,2026.0
limburg,apartment,apartment,315000.0,not_specified,not_specified,not_specified,104.0,not_specified,51.1747723,5.5750394,1,2.0,1,1,1,0,0,0,no_flooding_area,2026.0
limburg,apartment,apartment,285730.0,not_specified,not_specified,not_specified,96.0,not_specified,51.1747723,5.5750394,1,2.0,1,1,1,0,0,0,no_flooding_area,2026.0
limburg,house,residence,259000.0,excellent,gas,not_specified,115.0,b,50.78163,5.132854,3,2.0,1,0,0,1,0,0,(information_not_available),1874.0
limburg,house,residence,135000.0,not_specified,gas,not_specified,100.0,f,50.7382085,5.2996829,3,3.0,1,0,0,1,1,0,no_flooding_area,1933.0
limburg,apartment,apartment,239000.0,not_specified,gas,not_specified,79.0,b,50.820758,5.174945,2,1.0,1,0,0,1,0,0,no_flooding_area,1962.0
limburg,house,residence,405000.0,not_specified,gas,not_specified,372.0,c,50.7773586,5.4628086,3,4.0,2,4,0,0,0,0,no_flooding_area,1850.0
limburg,apartment,apartment,175000.0,not_specified,gas,not_specified,78.0,b,50.820758,5.174945,2,2.0,1,0,0,0,0,0,no_flooding_area,1962.0
limburg,apartment,apartment,175000.0,not_specified,gas,not_specified,78.0,c,50.820758,5.174945,2,2.0,1,0,0,0,0,0,no_flooding_area,1962.0
limburg,house,residence,249000.0,not_specified,gas,not_specified,105.0,f,51.0351913,5.7098266,4,2.0,1,0,1,1,1,0,(information_not_available),1966.0
limburg,house,residence,398000.0,not_specified,not_specified,not_specified,167.0,not_specified,51.0212471,5.7469973,2,3.0,1,0,1,1,0,0,(information_not_available),
limburg,house,residence,720000.0,excellent,hot_air,not_specified,210.0,a,51.0366943,5.0526251,4,4.0,1,2,1,1,1,0,(information_not_available),1968.0
limburg,house,residence,575000.0,not_specified,gas,south_east,249.0,b,51.0966039,5.1730329,4,4.0,2,2,1,0,1,0,no_flooding_area,1984.0
limburg,house,residence,349000.0,not_specified,electricity,not_specified,222.0,a,51.04188613,5.17431191,3,2.0,1,0,0,0,1,0,no_flooding_area,
limburg,house,residence,495000.0,not_specified,fuel_oil,not_specified,328.0,c,51.0348568,5.7545298,4,3.0,2,0,1,1,0,0,(information_not_available),1930.0
limburg,house,residence,435000.0,normal,gas,south,206.0,b,51.2227893,5.308234,3,4.0,1,0,1,1,0,0,no_flooding_area,2008.0
limburg,house,residence,249000.0,not_specified,fuel_oil,not_specified,103.0,f,51.0187918,5.727214,4,3.0,1,0,1,1,1,0,(information_not_available),1965.0
limburg,house,residence,510000.0,not_specified,coal,north_west,282.0,c,51.056609,5.2032409,4,4.0,1,1,0,1,1,0,no_flooding_area,1994.0
limburg,house,residence,1089000.0,excellent,not_specified,not_specified,383.0,not_specified,51.0285412,5.3329844,4,4.0,1,0,1,1,1,0,no_flooding_area,1980.0
